"","income","sex","age","eduyears","eastwest","socialclass_self","leftright"
"2635",NA,"MANN",56,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","8"
"2636",370,"FRAU",61,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"2637",NA,"MANN",56,18,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"2638",NA,"FRAU",45,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2639",6000,"MANN",57,19,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"2640",1800,"FRAU",34,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","1"
"2641",800,"MANN",44,NA,"NEUE BUNDESLAENDER","ARBEITERSCHICHT",NA
"2642",1000,"MANN",28,15,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2643",1650,"FRAU",67,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","2"
"2644",3200,"MANN",34,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2645",1800,"FRAU",73,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2646",300,"FRAU",72,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2647",1400,"FRAU",87,15,"ALTE BUNDESLAENDER","MITTELSCHICHT",NA
"2648",650,"FRAU",53,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"2649",820,"FRAU",50,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"2650",1200,"MANN",63,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2651",1300,"MANN",25,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2652",1350,"MANN",25,12,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2653",NA,"MANN",47,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2654",670,"FRAU",25,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"2655",1500,"MANN",34,11,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"2656",1000,"MANN",80,9,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2657",2600,"MANN",53,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2658",NA,"FRAU",56,17,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2659",NA,"MANN",68,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2660",1200,"FRAU",27,19,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"2661",600,"FRAU",37,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","7"
"2662",4000,"MANN",58,19,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"2663",1100,"FRAU",57,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"2664",4500,"MANN",53,14,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"2665",1500,"FRAU",52,NA,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2666",1200,"MANN",71,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2667",1100,"FRAU",97,12,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"2668",NA,"MANN",76,8,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2669",2000,"MANN",49,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2670",1200,"FRAU",26,19,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2671",2300,"MANN",30,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2672",NA,"FRAU",35,NA,"ALTE BUNDESLAENDER","ARBEITERSCHICHT",NA
"2673",400,"FRAU",66,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2674",1800,"FRAU",33,9,"ALTE BUNDESLAENDER","MITTELSCHICHT",NA
"2675",1800,"MANN",46,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"2676",1100,"FRAU",20,12,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","2"
"2677",1500,"MANN",38,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT",NA
"2678",270,"MANN",55,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2679",600,"MANN",26,19,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"2680",1100,"FRAU",48,13,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","4"
"2681",900,"MANN",29,19,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2682",2700,"MANN",40,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2683",NA,"FRAU",63,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2684",900,"FRAU",51,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"2685",1500,"MANN",54,13,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2686",1550,"FRAU",57,17,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","4"
"2687",1100,"MANN",47,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"2688",1500,"MANN",35,4,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2689",1700,"MANN",32,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"2690",435,"FRAU",34,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2691",1750,"FRAU",20,14,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","2"
"2692",2000,"MANN",57,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","8"
"2693",2000,"FRAU",49,15,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"2694",1700,"FRAU",55,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2695",400,"FRAU",50,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2696",2200,"FRAU",47,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2697",1800,"FRAU",23,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2698",2100,"MANN",55,21,"NEUE BUNDESLAENDER","MITTELSCHICHT","2"
"2699",NA,"FRAU",56,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2700",NA,"FRAU",50,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2701",1800,"MANN",25,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","8"
"2702",2400,"MANN",31,19,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"2703",1200,"FRAU",78,17,"NEUE BUNDESLAENDER","MITTELSCHICHT","2"
"2704",1800,"FRAU",40,15,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","3"
"2705",1200,"FRAU",50,16,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","2"
"2706",1900,"FRAU",21,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2707",NA,"MANN",62,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","9"
"2708",NA,"FRAU",25,18,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2709",1750,"FRAU",39,15,"ALTE BUNDESLAENDER","MITTELSCHICHT",NA
"2710",3000,"MANN",60,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2711",900,"MANN",70,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","7"
"2712",823,"MANN",66,13,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2713",500,"FRAU",52,11,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2714",550,"FRAU",49,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2715",3800,"MANN",39,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2716",950,"MANN",71,8,"NEUE BUNDESLAENDER","MITTELSCHICHT","1"
"2717",NA,"MANN",18,12,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","2"
"2718",1500,"FRAU",65,17,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","4"
"2719",488,"FRAU",66,17,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"2720",1800,"MANN",53,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","8"
"2721",608,"FRAU",57,9,"NEUE BUNDESLAENDER","UNTERSCHICHT","9"
"2722",900,"FRAU",47,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2723",NA,"FRAU",19,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2724",3800,"MANN",57,9,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"2725",1800,"FRAU",54,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2726",670,"MANN",26,12,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2727",1,"FRAU",35,17,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2728",2800,"FRAU",47,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2729",NA,"FRAU",64,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"2730",NA,"FRAU",59,10,"NEUE BUNDESLAENDER","UNTERSCHICHT","2"
"2731",1500,"MANN",53,12,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"2732",450,"MANN",25,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"2733",1400,"MANN",53,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","1"
"2734",4500,"MANN",65,27,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2735",NA,"MANN",36,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2736",1900,"MANN",31,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2737",1800,"FRAU",52,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","3"
"2738",NA,"MANN",79,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2739",2700,"FRAU",28,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2740",NA,"FRAU",67,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2741",1750,"MANN",67,11,"NEUE BUNDESLAENDER","MITTELSCHICHT","2"
"2742",1500,"MANN",71,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2743",800,"FRAU",75,8,"NEUE BUNDESLAENDER","MITTELSCHICHT","8"
"2744",2050,"MANN",43,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2745",820,"FRAU",73,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2746",2000,"MANN",22,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","8"
"2747",3100,"MANN",59,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","2"
"2748",1235,"MANN",47,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2749",1000,"FRAU",54,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","2"
"2750",700,"FRAU",51,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2751",2100,"FRAU",36,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2752",2300,"FRAU",18,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT",NA
"2753",1200,"FRAU",56,11,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2754",1250,"MANN",69,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2755",2400,"MANN",27,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2756",1750,"MANN",42,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2757",1500,"MANN",82,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2758",500,"MANN",32,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2759",NA,"FRAU",75,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2760",600,"MANN",35,15,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2761",1500,"MANN",29,21,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2762",NA,"MANN",46,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2763",1000,"MANN",20,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2764",3000,"MANN",41,15,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","7"
"2765",900,"MANN",62,8,"ALTE BUNDESLAENDER",NA,"5"
"2766",1500,"MANN",70,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2767",2100,"MANN",68,19,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2768",NA,"FRAU",64,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2769",NA,"FRAU",NA,9,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"2770",900,"FRAU",45,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2771",1300,"FRAU",52,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2772",820,"MANN",55,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"2773",1000,"FRAU",66,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2774",5500,"MANN",45,19,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"2775",NA,"FRAU",59,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2776",550,"MANN",23,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2777",816,"MANN",59,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2778",1000,"FRAU",68,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2779",680,"MANN",53,NA,"NEUE BUNDESLAENDER","UNTERSCHICHT","5"
"2780",1700,"MANN",46,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2781",2300,"FRAU",33,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2782",45,"FRAU",54,5,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2783",NA,"FRAU",44,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT",NA
"2784",1200,"MANN",76,NA,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"2785",2500,"MANN",69,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2786",NA,"MANN",22,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2787",NA,"MANN",21,8,"NEUE BUNDESLAENDER",NA,"3"
"2788",1429,"MANN",26,17,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"2789",1100,"FRAU",56,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2790",420,"FRAU",67,20,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2791",NA,"FRAU",39,17,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2792",450,"FRAU",23,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2793",1300,"MANN",48,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"2794",1500,"MANN",65,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","1"
"2795",500,"FRAU",56,13,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"2796",1000,"FRAU",39,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"2797",1000,"FRAU",46,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","2"
"2798",1200,"FRAU",51,12,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"2799",3500,"MANN",69,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2800",NA,"FRAU",51,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2801",1300,"MANN",75,7,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2802",NA,"MANN",78,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2803",1700,"FRAU",55,9,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","4"
"2804",NA,"FRAU",33,13,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2805",NA,"FRAU",24,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2806",NA,"MANN",61,20,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2807",390,"MANN",55,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","1"
"2808",3000,"FRAU",50,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2809",750,"MANN",27,12,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"2810",3000,"FRAU",33,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2811",NA,"FRAU",55,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2812",NA,"MANN",58,18,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","7"
"2813",1800,"FRAU",57,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT",NA
"2814",1500,"FRAU",68,11,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2815",300,"MANN",21,14,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2816",1700,"FRAU",84,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2817",2700,"FRAU",59,13,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"2818",2600,"MANN",62,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2819",875,"FRAU",58,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2820",NA,"FRAU",67,11,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","7"
"2821",NA,"MANN",52,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"2822",1600,"FRAU",36,17,"ALTE BUNDESLAENDER",NA,"3"
"2823",NA,"FRAU",21,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2824",2900,"MANN",34,10,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","7"
"2825",1800,"MANN",55,4,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"2826",1700,"MANN",50,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2827",1800,"FRAU",31,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2828",2100,"MANN",26,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2829",920,"FRAU",35,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2830",NA,"FRAU",76,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","8"
"2831",NA,"FRAU",30,13,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2832",1800,"MANN",31,13,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2833",1500,"MANN",23,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2834",NA,"FRAU",20,11,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","3"
"2835",1200,"MANN",76,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"2836",500,"FRAU",68,12,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","4"
"2837",1400,"MANN",73,8,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2838",1750,"MANN",52,16,"ALTE BUNDESLAENDER",NA,"6"
"2839",4300,"FRAU",61,17,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"2840",1900,"MANN",20,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"2841",NA,"FRAU",53,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2842",NA,"MANN",75,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2843",1990,"FRAU",28,20,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"2844",5000,"MANN",46,19,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"2845",NA,"FRAU",46,13,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"2846",2211,"MANN",23,13,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","4"
"2847",1600,"MANN",42,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2848",1800,"MANN",66,NA,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2849",900,"FRAU",53,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2850",NA,"FRAU",62,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2851",1400,"FRAU",64,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","2"
"2852",NA,"MANN",85,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2853",1400,"FRAU",25,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2854",875,"FRAU",30,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2855",1800,"MANN",48,12,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2856",1500,"MANN",63,12,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","3"
"2857",NA,"MANN",54,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2858",1500,"FRAU",73,13,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"2859",720,"FRAU",66,8,"NEUE BUNDESLAENDER","UNTERSCHICHT","7"
"2860",1300,"MANN",63,17,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"2861",1050,"MANN",75,8,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"2862",1800,"FRAU",63,13,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2863",NA,"MANN",49,9,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"2864",1100,"FRAU",31,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2865",NA,"FRAU",66,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","8"
"2866",450,"FRAU",52,NA,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2867",1000,"MANN",46,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2868",1400,"FRAU",53,13,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2869",2300,"FRAU",44,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"2870",800,"FRAU",35,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"2871",500,"MANN",72,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","7"
"2872",2000,"FRAU",89,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"2873",700,"FRAU",47,19,"ALTE BUNDESLAENDER","MITTELSCHICHT",NA
"2874",3500,"MANN",53,15,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","10"
"2875",NA,"MANN",76,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2876",3300,"MANN",78,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2877",2250,"FRAU",52,18,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"2878",1300,"FRAU",33,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2879",NA,"FRAU",73,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","1"
"2880",1125,"FRAU",52,13,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"2881",NA,"MANN",50,20,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","5"
"2882",353,"FRAU",56,13,"ALTE BUNDESLAENDER","UNTERSCHICHT","5"
"2883",2800,"MANN",57,19,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"2884",834,"MANN",47,10,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2885",NA,"FRAU",57,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"2886",NA,"FRAU",58,21,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2887",850,"MANN",67,14,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2888",1100,"FRAU",87,8,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2889",710,"FRAU",52,11,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2890",NA,"FRAU",45,10,"NEUE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"2891",450,"MANN",47,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2892",800,"MANN",68,12,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2893",742,"MANN",58,17,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","5"
"2894",NA,"FRAU",81,NA,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","4"
"2895",795,"FRAU",63,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2896",NA,"MANN",75,8,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2897",780,"MANN",72,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","4"
"2898",3000,"MANN",73,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2899",NA,"MANN",65,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2900",1600,"MANN",48,10,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","4"
"2901",600,"FRAU",74,8,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"2902",200,"FRAU",80,9,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2903",645,"FRAU",67,8,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","3"
"2904",845,"FRAU",68,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2905",3900,"MANN",49,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","7"
"2906",620,"MANN",60,15,"NEUE BUNDESLAENDER","UNTERSCHICHT","4"
"2907",1200,"MANN",51,13,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","4"
"2908",NA,"MANN",62,16,"NEUE BUNDESLAENDER","MITTELSCHICHT","3"
"2909",NA,"FRAU",53,NA,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2910",NA,"MANN",21,16,"ALTE BUNDESLAENDER","MITTELSCHICHT","3"
"2911",1300,"MANN",26,18,"ALTE BUNDESLAENDER","MITTELSCHICHT","4"
"2912",NA,"FRAU",53,13,"NEUE BUNDESLAENDER","MITTELSCHICHT","4"
"2913",5000,"FRAU",34,20,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"2914",900,"FRAU",32,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","8"
"2915",NA,"MANN",32,12,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2916",1900,"MANN",48,13,"ALTE BUNDESLAENDER","ARBEITERSCHICHT","4"
"2917",1100,"FRAU",35,13,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2918",1200,"FRAU",31,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
"2919",1100,"MANN",84,10,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2920",NA,"FRAU",75,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","7"
"2921",800,"FRAU",44,11,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2922",456,"FRAU",70,20,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2923",896,"FRAU",51,17,"NEUE BUNDESLAENDER","ARBEITERSCHICHT","6"
"2924",900,"FRAU",30,15,"ALTE BUNDESLAENDER","MITTELSCHICHT","5"
"2925",NA,"MANN",49,17,"ALTE BUNDESLAENDER","MITTELSCHICHT","6"
"2926",NA,"FRAU",52,17,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"2927",1800,"MANN",84,18,"NEUE BUNDESLAENDER","MITTELSCHICHT","6"
"2928",NA,"FRAU",34,13,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","3"
"2929",NA,"FRAU",61,12,"ALTE BUNDESLAENDER","OBERE MITTELSCHICHT","6"
"2930",NA,"MANN",54,10,"NEUE BUNDESLAENDER","MITTELSCHICHT","5"
